no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline
2,0,0,4,0,4,2018,2,3,0,0,0,85.98,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,0,0,3,0,130,2018,6,2,0,0,0,159.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,250,2018,9,26,0,0,0,95.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,19,2018,2,20,0,0,0,66.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,1,1,1,0,152,2018,7,11,0,0,0,119.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,60,2017,9,12,0,0,0,71.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,73,2018,3,21,0,0,0,38.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,124,2017,12,17,0,0,0,72.25,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,1,1,0,131,2018,7,9,0,0,0,72.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,207,2018,12,30,0,0,0,161.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,184,2018,8,17,0,0,0,139.5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,2,2,0,56,2017,9,25,0,0,0,185.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,315,2018,12,2,0,0,0,52.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,41,2017,11,8,0,0,0,60.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,3,0,1,2017,8,11,0,0,0,114.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,172,2018,6,4,0,0,0,100.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,1,2,2018,3,16,1,0,1,88.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2,0,0,2,0,17,2018,2,5,0,0,0,65.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,0,0,36,2018,5,22,0,0,0,126.9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,12,2018,10,25,0,0,0,130.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,14,2018,5,27,0,0,0,62.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,2018,8,17,0,0,0,138.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,3,2018,12,19,1,0,1,89.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,1,5,2018,2,27,0,0,0,81.07,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,136,2018,10,5,0,0,0,118.8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,59,2018,11,25,0,0,0,79.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,66,2018,3,3,0,0,0,80.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,285,2018,10,3,0,0,0,100.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,2,0,1,1,36,2018,7,22,0,0,0,216.9,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,3,0,151,2018,1,19,0,0,0,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,233,2018,9,5,0,0,0,138.13,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,4,0,8,2018,11,15,0,0,0,97.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,113,2018,5,31,0,0,0,100.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2,1,0,1,0,1,2018,2,9,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,279,2018,10,12,0,0,0,110.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,160,2018,8,22,0,0,0,114.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,4,0,73,2018,12,5,0,0,0,75.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,0,133,2018,6,9,0,0,0,121.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,5,0,79,2018,7,6,0,0,0,146.96,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
3,0,0,4,0,36,2018,6,29,0,0,0,150.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,17,2018,12,9,0,0,0,95.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,1,0,13,2018,6,23,0,0,0,127.0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,4,0,69,2018,3,16,0,0,0,79.05,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,9,2018,10,2,0,0,0,85.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,56,2017,9,17,0,0,0,82.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,153,2018,7,3,0,0,0,72.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,0,7,2017,10,12,0,0,0,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,117,2018,6,28,0,0,0,97.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1,4,0,39,2017,9,23,0,0,0,175.08,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,100,2018,5,4,0,0,0,119.85,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,0,0,2,2017,9,27,0,0,0,65.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,3,0,10,2017,10,5,0,0,0,135.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,134,2018,6,2,0,0,0,114.96,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1,1,0,14,2017,10,19,0,0,0,126.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,1,4,0,160,2018,8,1,0,0,0,130.05,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,3,0,12,2018,10,30,0,0,0,99.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,290,2018,6,17,0,0,0,72.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,31,2018,6,20,0,0,0,107.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,103,2018,10,21,0,0,0,132.3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,64,2018,9,16,0,0,0,149.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,3,0,54,2018,6,20,0,0,0,113.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,1,2018,10,25,0,0,0,107.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,3,1,2,0,99,2018,7,22,0,0,0,269.3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,4,0,148,2017,12,30,0,0,0,67.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,2,0,18,2017,12,4,0,0,0,118.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,5,0,3,2017,9,14,0,0,0,90.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,3,0,26,2018,12,22,0,0,0,74.8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,1,130,2018,8,24,0,0,0,109.8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,5,0,206,2018,8,13,0,0,0,109.66,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,27,2018,4,20,0,0,0,89.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,86,2017,9,24,0,0,0,87.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,24,2018,9,28,0,0,0,119.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,26,2018,7,2,0,0,0,151.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,87,2018,5,26,0,0,0,80.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,2,0,3,0,9,2018,9,14,0,0,0,249.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,2,1,0,74,2018,12,25,0,0,0,134.31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,273,2017,7,17,0,0,0,109.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,301,2018,7,30,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,57,2018,6,10,0,0,0,90.67,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,62,2018,2,18,0,0,0,65.66,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,2,1,40,2018,9,28,0,0,0,165.6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,5,11,0,152,2018,7,30,0,0,0,184.34,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,163,2018,10,8,0,0,0,91.63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,75,2018,3,17,0,0,0,80.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,2,0,1,2017,8,7,0,0,0,80.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,53,2018,5,19,0,0,0,126.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,162,2017,9,17,0,0,0,70.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,275,2018,6,4,0,0,0,62.8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,290,2018,10,20,0,0,0,90.95,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,2018,8,25,0,0,0,92.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,239,2018,10,24,0,0,0,80.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,0,2,1,0,41,2018,7,17,0,0,0,137.7,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,74,2017,10,28,0,0,0,89.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,14,2018,8,19,0,0,0,155.83,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,1,0,7,2018,10,29,0,0,0,151.19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,83,2018,9,1,0,0,0,112.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,95,2018,10,8,0,0,0,108.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,9,2018,1,17,0,0,0,83.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,6,0,106,2018,7,8,0,0,0,72.25,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,3,0,79,2018,3,24,0,0,0,90.95,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,4,2018,9,30,0,0,0,110.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,120,2018,9,28,0,0,0,108.57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,1,2,0,81,2018,3,25,0,0,0,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,0,3,2018,6,28,0,0,0,158.5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,3,0,6,2017,9,28,0,0,0,169.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,96,2017,7,11,0,0,0,94.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,73,2018,3,24,0,0,0,56.38,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,74,2017,9,18,0,0,0,101.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,6,0,184,2017,10,17,0,0,0,65.29,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,2,0,91,2018,9,30,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,5,0,82,2018,6,8,0,0,0,115.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,317,2018,9,15,0,0,0,120.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,83,2018,5,1,0,0,0,132.6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,2,0,1,2018,4,8,0,0,0,116.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,291,2018,8,19,0,0,0,115.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,106,2018,12,25,0,0,0,91.6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,6,2017,9,24,0,0,0,77.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,185,2018,12,16,0,0,0,103.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2,3,0,115,2017,7,10,0,0,0,68.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,1,2018,5,30,0,0,0,111.35,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,3,0,6,2017,9,7,0,0,0,109.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,74,2017,9,18,0,0,0,87.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,9,2018,4,12,0,0,0,131.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,117,2017,8,1,0,0,0,94.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,1,1,0,45,2018,9,5,0,0,0,117.45,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,2018,3,1,0,0,0,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,4,2018,9,22,0,0,0,149.38,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,2,1,2,0,3,2018,11,18,0,0,0,178.67,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,2,0,0,2018,1,5,0,0,0,80.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,3,0,46,2018,12,7,0,0,0,86.4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3,0,0,4,1,20,2018,2,23,0,0,0,139.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,2018,1,20,1,0,2,65.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,98,2018,5,7,0,0,0,126.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,5,2018,5,10,1,3,31,65.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,2,0,31,2018,3,12,0,0,0,95.4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,30,2017,10,7,0,0,0,94.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,150,2018,4,9,0,0,0,86.62,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,156,2018,8,11,0,0,0,108.9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,74,2018,6,10,0,0,0,126.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,74,2017,9,18,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,106,2018,11,8,0,0,0,171.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,38,2018,6,19,0,0,0,81.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3,0,0,3,0,112,2018,8,9,0,0,0,146.7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,1,1,91,2018,7,16,0,0,0,127.8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,69,2018,4,22,0,0,0,118.8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,5,2018,9,12,0,0,0,177.33,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,63,2018,10,20,0,0,0,125.55,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,4,0,40,2018,10,3,0,0,0,95.48,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,2,0,0,37,2018,6,26,0,0,0,99.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,40,2018,10,24,0,0,0,85.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,16,2018,12,8,0,0,0,75.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,76,2018,4,25,0,0,0,85.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,2,0,193,2018,6,20,0,0,0,120.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,3,5,0,213,2018,5,29,0,0,0,80.24,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,3,0,42,2018,10,20,0,0,0,164.33,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,0,1,0,44,2018,7,9,0,0,0,131.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3,0,2,5,0,151,2018,8,4,0,0,0,136.12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,202,2018,10,22,0,0,0,109.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,3,0,15,2017,10,1,0,0,0,80.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,74,2017,9,18,0,0,0,101.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,2,3,0,4,2017,8,23,0,0,0,80.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,4,0,47,2018,5,11,0,0,0,92.28,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,5,0,145,2018,10,28,0,0,0,106.71,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,3,0,33,2017,10,21,0,0,0,83.16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,1,2,5,0,75,2018,10,14,0,0,0,135.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,292,2018,10,23,0,0,0,163.63,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,1,0,9,2018,12,10,1,4,19,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,1,0,3,2018,10,23,0,0,0,110.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2,0,2,2,0,156,2018,7,2,0,0,0,93.08,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,113,2018,5,31,0,0,0,100.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,1,190,2018,10,29,0,0,0,105.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,14,2017,10,15,0,0,0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,239,2018,6,15,0,0,0,112.2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,2,0,135,2017,9,14,0,0,0,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,73,2017,11,24,0,0,0,85.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,5,2018,8,17,0,0,0,113.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,2,3,0,22,2018,12,1,0,0,0,133.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,102,2017,10,16,0,0,0,80.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
2,0,2,2,0,115,2018,8,20,0,0,0,72.25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,77,2017,7,13,0,0,0,76.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,2,0,57,2018,6,10,0,0,0,75.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,65,2018,4,23,0,0,0,118.8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,1,37,2018,6,22,0,0,0,103.35,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,1,2,0,41,2018,9,5,0,0,0,174.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2,1,1,4,0,73,2018,10,12,0,0,0,135.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,71,2018,6,30,0,0,0,112.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,1,0,23,2018,1,2,0,0,0,109.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,3,7,0,29,2018,4,15,0,0,0,99.49,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,308,2018,11,25,0,0,0,52.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,2,0,175,2018,9,30,0,0,0,104.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,4,2018,1,26,0,0,0,93.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,41,2018,5,17,0,0,0,143.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,3,0,290,2018,12,1,0,0,0,73.95,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,3,2017,10,15,0,0,0,85.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,3,1,6,2018,3,23,0,0,0,130.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,1,35,2017,11,26,0,0,0,103.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,125,2018,8,21,0,0,0,117.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,2,0,338,2018,10,7,0,0,0,90.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,1,0,3,2017,9,12,0,0,0,152.0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,5,2017,11,4,0,0,0,117.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2,2,0,77,2018,4,16,0,0,0,95.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,1,0,44,2018,5,19,0,0,0,76.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,0,0,164,2018,7,10,0,0,0,114.3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,2,0,52,2018,5,15,0,0,0,92.28,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,3,0,5,2018,8,9,0,0,0,151.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,0,73,2018,6,4,0,0,0,117.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,3,0,256,2018,10,16,0,0,0,103.7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,2,0,56,2018,5,13,0,0,0,140.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,28,2017,10,12,0,0,0,95.95,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,4,10,0,200,2018,8,4,0,0,0,66.53,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,0,4,0,157,2018,7,6,0,0,0,107.95,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,2,0,6,2017,12,10,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2,0,0,2,0,308,2018,11,25,0,0,0,52.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,3,0,57,2018,12,8,0,0,0,93.6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,2,4,0,57,2018,12,15,0,0,0,74.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,1,0,17,2017,9,5,0,0,0,69.49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,71,2018,6,14,0,0,0,120.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,2,0,3,2018,7,12,0,0,0,173.5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,3,0,148,2018,6,2,0,0,0,100.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,2017,9,24,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2,1,0,3,0,79,2018,12,15,0,0,0,109.8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2,0,1,5,0,46,2018,8,30,0,0,0,123.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,3,2017,8,2,0,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3,0,0,4,0,116,2018,7,6,0,0,0,138.55,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,19,2017,12,23,0,0,0,77.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,2,3,0,151,2018,10,6,0,0,0,91.48,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
